numMessages,days_diff
5.0,0.012499999999999999
41.0,0.024305555555555556
5.0,0.7791666666666667
26.0,0.010416666666666666
7.0,1.1631944444444444
6.0,0.0006944444444444445
18.0,4.355555555555555
22.0,0.010416666666666666
2.0,0.001388888888888889
19.0,1.3069444444444445
4.0,0.001388888888888889
34.0,2.7194444444444446
3.0,0.006944444444444444
3.0,0.001388888888888889
18.0,0.022222222222222223
2.0,0.0006944444444444445
14.0,31.460416666666664
11.0,10.190277777777778
4.0,0.22013888888888888
4.0,36.19305555555555
14.0,0.1625
33.0,0.19722222222222222
2.0,4.185416666666667
8.0,15.375
5.0,1.0583333333333333
6.0,11.339583333333332
2.0,0.18055555555555555
3.0,0.043750000000000004
18.0,5.560416666666666
6.0,0.8284722222222222
7.0,8.586805555555555
7.0,0.0638888888888889
4.0,0.26944444444444443
6.0,1.075
2.0,0.0020833333333333333
2.0,2.2006944444444447
5.0,0.6208333333333333
6.0,0.02152777777777778
6.0,0.9187500000000001
2.0,1.1500000000000001
24.0,0.015972222222222224
5.0,0.44375000000000003
10.0,8.130555555555555
13.0,35.13472222222222
26.0,12.956249999999999
7.0,18.497916666666665
11.0,10.571527777777778
8.0,2.9812499999999997
49.0,19.117361111111112
2.0,0.5777777777777778
8.0,3.764583333333333
3.0,1.6236111111111111
2.0,0.027777777777777776
7.0,0.011111111111111112
6.0,0.001388888888888889
3.0,0.03263888888888889
6.0,0.3861111111111111
58.0,5.2250000000000005
3.0,0.004166666666666667
5.0,0.05694444444444444
11.0,0.04652777777777778
13.0,4.001388888888889
8.0,1.6020833333333335
5.0,1.1034722222222222
4.0,0.06041666666666667
3.0,0.003472222222222222
13.0,78.88125000000001
3.0,0.013888888888888888
2.0,0.004166666666666667
2.0,0.036111111111111115
40.0,2.1118055555555553
3.0,0.036111111111111115
2.0,4.695833333333334
7.0,0.5208333333333334
3.0,0.004861111111111111
3.0,0.43194444444444446
5.0,0.06041666666666667
3.0,0.018055555555555557
14.0,0.09305555555555556
9.0,0.9625
13.0,7.65625
9.0,1.454861111111111
2.0,0.30277777777777776
58.0,6.777777777777778
5.0,1.8756944444444443
35.0,2.6062499999999997
40.0,4.8277777777777775
16.0,7.923611111111111
2.0,0.019444444444444445
3.0,1.2874999999999999
9.0,9.301388888888889
4.0,0.07013888888888889
2.0,1.0
2.0,1.0062499999999999
4.0,7.161111111111111
12.0,7.7444444444444445
19.0,0.08194444444444444
2.0,1.0104166666666667
12.0,0.8722222222222222
18.0,1.0173611111111112
3.0,0.009027777777777779
2.0,0.027777777777777776
14.0,0.03888888888888889
5.0,0.018055555555555557
11.0,0.04097222222222222
14.0,5.9118055555555555
9.0,8.077083333333333
2.0,1.1583333333333334
10.0,0.03333333333333333
6.0,2.5965277777777778
23.0,3.283333333333333
4.0,0.40625
2.0,0.002777777777777778
16.0,1.0125
38.0,1.8736111111111111
10.0,0.09652777777777778
2.0,0.025694444444444447
4.0,0.03125
42.0,44.85069444444445
4.0,3.1493055555555554
9.0,0.012499999999999999
4.0,39.83541666666667
6.0,0.002777777777777778
10.0,0.044444444444444446
3.0,0.009722222222222222
2.0,0.002777777777777778
3.0,0.006944444444444444
9.0,0.2388888888888889
4.0,0.8486111111111111
5.0,0.02152777777777778
6.0,0.02638888888888889
3.0,0.3534722222222222
5.0,0.010416666666666666
2.0,0.025694444444444447
5.0,0.08055555555555556
16.0,0.9145833333333333
3.0,2.058333333333333
6.0,0.06805555555555555
2.0,0.004166666666666667
3.0,0.010416666666666666
11.0,0.01875
3.0,0.025694444444444447
12.0,4.0673611111111105
2.0,0.11319444444444444
2.0,0.6708333333333334
2.0,0.0020833333333333333
17.0,11.578472222222222
14.0,0.16666666666666666
2.0,0.2951388888888889
15.0,1.0527777777777778
5.0,0.4986111111111111
13.0,1.1111111111111112
5.0,0.004166666666666667
8.0,3.0270833333333336
5.0,0.009722222222222222
6.0,0.39166666666666666
3.0,0.47500000000000003
18.0,0.1125
27.0,0.09375
3.0,0.020833333333333332
3.0,0.5986111111111111
6.0,0.0375
7.0,0.07569444444444444
3.0,0.014583333333333332
3.0,0.03958333333333333
2.0,0.011805555555555555
13.0,2.9604166666666667
2.0,1.0152777777777777
2.0,0.5291666666666667
2.0,0.4270833333333333
3.0,1.5756944444444445
3.0,0.2916666666666667
6.0,0.23819444444444446
6.0,7.302083333333333
4.0,2.171527777777778
9.0,11.397222222222224
2.0,3.2819444444444446
2.0,3.2805555555555554
6.0,13.922916666666666
19.0,13.922222222222222
10.0,7.135416666666667
28.0,71.96805555555555
3.0,5.993055555555556
2.0,4.7972222222222225
3.0,0.37152777777777773
9.0,2.1243055555555554
11.0,1.3256944444444445
6.0,2.1374999999999997
11.0,2.1666666666666665
9.0,130.56458333333333
2.0,0.8402777777777778
2.0,0.842361111111111
3.0,0.2076388888888889
10.0,0.25833333333333336
3.0,0.04722222222222222
10.0,1.784027777777778
6.0,18.48125
11.0,10.684722222222222
5.0,16.653472222222224
2.0,0.9472222222222223
2.0,2.1659722222222224
9.0,8.661111111111111
4.0,9.685416666666667
4.0,18.889583333333334
4.0,189.33402777777778
3.0,3.482638888888889
10.0,6.0055555555555555
7.0,6.6618055555555555
15.0,2.0180555555555553
2.0,18.15763888888889
2.0,127.45069444444444
24.0,241.60833333333335
9.0,0.1534722222222222
5.0,0.03819444444444444
6.0,9.1625
